"","CellName","FACS_population","PassQC","TotalReads","UniqueMap","MulitMap","UnMap","UnMap_per","total_features_by_counts","pct_counts_MT","pct_counts_Ribosome","pct_counts_Hbb","cell_cycle","is_in_Fig_1B","Fig_1B_cluster","Fig_1B_UMAP1","Fig_1B_UMAP2","is_in_Fig_2C","Fig_2C_cluster","Fig_2C_UMAP1","Fig_2C_UMAP2"
"232","Cell_0232","E11.5_Fcs-HE","Pass",856814,706447,61028,89339,10.4268837810773,5251,2.66431031699612,4.48901383412053,0.000419279300809838,"G1","yes","C_2",2.27019494434041,-0.919563221968811,"no",NA,NA,NA
"233","Cell_0233","E11.5_Fcs-HE","Pass",1119942,920412,68747,130783,11.6776583073052,5224,2.68441437029782,4.99214092233724,0.000171221735572,"G1","yes","C_2",2.22822383987799,0.859316074883525,"no",NA,NA,NA
"234","Cell_0234","E11.5_Fcs-HE","Pass",657792,538576,53654,65562,9.96698044366608,5503,2.54900591455324,5.68758695897417,0.000537198296007005,"G1","yes","C_3",2.20354456499906,-0.475388748158882,"no",NA,NA,NA
"235","Cell_0235","E11.5_Fcs-HE","Pass",504461,380447,48598,75416,14.9498177262464,2897,7.84605570912184,14.6374654475866,0.013608335105252,"G2M","yes","C_3",-0.0325383638694607,0.184053981003466,"no",NA,NA,NA
"236","Cell_0236","E11.5_Fcs-HE","Pass",1025999,854506,83947,87546,8.53275685453884,6248,2.18467936971509,4.68152366894363,0,"G1","yes","C_3",2.08829130247179,-0.322775203373623,"no",NA,NA,NA
"237","Cell_0237","E11.5_Fcs-EHT","Fail",899323,304002,38075,557246,61.9628320414356,6287,1.34772649875677,3.50110327904796,0.000466502768693932,NA,"no",NA,NA,NA,"no",NA,NA,NA
"238","Cell_0238","E11.5_Fcs-EHT","Pass",836298,676551,92799,66948,8.00528041439774,9532,3.75670682268291,7.77548371089441,0,"G2M","yes","C_5",-1.39817001786609,-2.99170737983727,"no",NA,NA,NA
"239","Cell_0239","E11.5_Fcs-EHT","Pass",1264440,992772,143187,128481,10.1610989845307,10184,4.70229867403881,6.93121896278093,0,"G2M","yes","C_5",-1.47732621886705,-3.32669720929944,"no",NA,NA,NA
"240","Cell_0240","E11.5_Fcs-EHT","Pass",1191509,958832,123202,109475,9.18792892038583,9773,4.15318428887275,7.52448378522911,0,"G2M","yes","C_5",-1.39650413128759,-3.1614026364926,"no",NA,NA,NA
"241","Cell_0241","E11.5_Fcs-EHT","Pass",1061151,849255,105626,106270,10.0145973570208,9874,3.66399435831664,7.96325931207111,0,"G1","yes","C_4",0.609504015271981,-0.770978369688195,"no",NA,NA,NA
"242","Cell_0242","E11.5_Fcs-EHT","Pass",1449988,1172209,146331,131448,9.0654543347945,8743,4.03403678251599,6.90764667437535,0,"G1","yes","C_5",-0.446418245002643,-3.37615644083579,"no",NA,NA,NA
"243","Cell_0243","E11.5_Fcs-EHT","Pass",1075214,870883,89933,114398,10.6395564045855,9037,4.44368810958795,7.32052091045051,0,"S","yes","C_5",-1.36005376833599,-3.22041677592826,"no",NA,NA,NA
"244","Cell_0244","E11.5_Fcs-EHT","Pass",723849,580539,74963,68347,9.44216266099698,7920,2.92325366196054,7.86699147262911,0,"G1","yes","C_5",0.231135056476129,-2.99857325174378,"no",NA,NA,NA
"245","Cell_0245","E11.5_Fcs-EHT","Pass",1645812,1320571,176081,149160,9.06300355083084,9771,2.52152125001112,5.91889957046431,0,"G2M","yes","C_5",-1.5396098224021,-3.45943702758899,"no",NA,NA,NA
"246","Cell_0246","E11.5_Fcs-EHT","Fail",787504,358275,42706,386523,49.082036408704,7307,2.59605722974595,3.02110102348411,0.00755831013969536,NA,"no",NA,NA,NA,"no",NA,NA,NA
"247","Cell_0247","E11.5_Fcs-EHT","Pass",1216809,984814,121813,110182,9.05499548408994,8837,3.08034176606261,7.92910054601765,0,"G1","yes","C_5",-0.0794798723103524,-3.44446082007003,"no",NA,NA,NA
"248","Cell_0248","E11.5_Fcs-EHT","Pass",594255,467169,61008,66078,11.1194689148598,9146,4.60391842421773,7.7389206916722,0,"G1","yes","C_5",0.407688775482371,-2.7178729668688,"no",NA,NA,NA
"249","Cell_0249","E11.5_Fcs-EHT","Pass",1083017,881525,95245,106247,9.81027998637141,8468,2.65245902200849,6.78750700021065,0,"G1","yes","C_3",1.9953723816768,-0.30070994915661,"no",NA,NA,NA
"250","Cell_0250","E11.5_Fcs-EHT","Pass",1406203,1156239,130201,119763,8.51676464920072,9118,2.64231730988278,7.22127708894807,0,"G1","yes","C_4",0.408034405689019,-1.10046296971281,"no",NA,NA,NA
"251","Cell_0251","E11.5_Fcs-EHT","Pass",653381,523766,62294,67321,10.3034829601718,7913,4.78652047149731,7.26056963647963,0,"G1","yes","C_3",2.20673535428267,-0.65034543541306,"no",NA,NA,NA
"252","Cell_0252","E11.5_Fcs-EHT","Pass",779507,623201,90545,65761,8.43622956561006,8506,3.24022567032909,5.82784189032914,0,"S","yes","C_5",-1.19429722931796,-3.71241595282713,"no",NA,NA,NA
"253","Cell_0253","E11.5_Fcs-EHT","Pass",595389,487035,55453,52901,8.88511544553225,7763,3.86931542880875,7.98179853798442,0,"G1","yes","C_3",2.19544197054909,-0.828486081758932,"no",NA,NA,NA
"254","Cell_0254","E11.5_Fcs-EHT","Pass",538281,429417,53072,55792,10.3648466135717,6373,3.49321266968326,7.52184286301933,0,"G1","yes","C_5",0.193919050157136,-3.29264177883587,"no",NA,NA,NA
"255","Cell_0255","E11.5_Fcs-EHT","Pass",694414,572001,70358,52055,7.49624863554018,8558,2.67408126300712,6.55688358599357,0,"G2M","yes","C_6",-1.90700451285517,-3.6775679421613,"no",NA,NA,NA
"256","Cell_0256","E11.5_Fcs-EHT","Pass",685744,558401,64009,63334,9.23580811498169,7969,3.24785769226603,7.63566143412742,0.000270835364598568,"G1","yes","C_3",2.32994420535215,-1.03669629592152,"no",NA,NA,NA
"257","Cell_0257","E11.5_Fcs-EHT","Pass",909613,725848,96393,87372,9.60540361670293,8102,2.59710059549993,5.05080062088571,0,"G1","yes","C_5",0.0856148181153659,-3.17153068010164,"no",NA,NA,NA
"258","Cell_0258","E11.5_Fcs-EHT","Pass",552457,447117,57257,48083,8.70348280499659,7685,3.89313164378617,8.81842683555129,0,"G2M","yes","C_5",-1.44214990287542,-2.83858762159576,"no",NA,NA,NA
"259","Cell_0259","E11.5_Fcs-EHT","Pass",594325,483446,56485,54394,9.15223152315652,7705,2.80273219986636,7.59493309422777,0,"G1","yes","C_4",0.539105898666033,-1.38916952090488,"no",NA,NA,NA
"260","Cell_0260","E11.5_Fcs-EHT","Pass",674177,544152,71643,58382,8.6597436578228,7746,3.20542829340136,6.97025484575126,0,"G1","yes","C_5",-0.738616657352953,-3.57270719142511,"no",NA,NA,NA
"261","Cell_0261","E11.5_Fcs-EHT","Pass",651400,525555,63665,62180,9.54559410500461,6631,2.43171944464136,5.38016344800348,0,"S","yes","C_5",-1.04813798979116,-3.31211850046385,"no",NA,NA,NA
"262","Cell_0262","E11.5_Fcs-EHT","Pass",629490,514222,62658,52610,8.35755929403168,7912,2.7992084712423,8.03219119188683,0.0344527026231169,"G2M","yes","C_5",-0.62516539273213,-1.69139578467059,"no",NA,NA,NA
"263","Cell_0263","E11.5_Fcs-EHT","Pass",567339,433226,59815,74298,13.0958738955016,6496,4.15635415635416,6.43698643698644,0.00033000033000033,"G1","yes","C_5",-1.04948325364776,-3.79144939924474,"no",NA,NA,NA
"264","Cell_0264","E11.5_Fcs-EHT","Pass",534060,433270,55819,44971,8.42058944687863,7497,2.80518715965397,6.32238229955356,0,"S","yes","C_5",-1.69375359990197,-3.61108623945541,"no",NA,NA,NA
"265","Cell_0265","E11.5_Fcs-EHT","Pass",711670,583299,70284,58087,8.16206949850352,7778,3.17622412995032,5.70703913493703,0.0150317097496147,"G2M","yes","C_5",-1.67240144847201,-3.50042530536247,"no",NA,NA,NA
"266","Cell_0266","E11.5_Fcs-EHT","Pass",567368,457530,54208,55630,9.80492378844066,6881,2.62136187988921,5.79332528662595,0.00820885766144847,"G1","yes","C_5",-0.374312035008186,-3.6133288390532,"no",NA,NA,NA
"267","Cell_0267","E11.5_Fcs-EHT","Pass",583743,477494,60212,46037,7.88651855354154,7851,3.02607145071341,7.26847601137212,0.000295226482996431,"G2M","yes","C_5",-1.41822873065518,-2.10787808328983,"no",NA,NA,NA
"268","Cell_0268","E11.5_Fcs-EHT","Pass",539162,431580,58672,48910,9.07148500821645,7828,3.22575107885513,9.42663613486633,0,"G1","yes","C_6",-2.84222735616912,-4.55033752702929,"no",NA,NA,NA
"269","Cell_0269","E11.5_Fcs-EHT","Pass",543469,436400,49066,58003,10.672733863385,6585,3.00990904784764,6.23408496285299,0,"G1","yes","C_3",1.70521480152202,-1.58637166748,"no",NA,NA,NA
"270","Cell_0270","E11.5_Fcs-EHT","Fail",581915,337268,41308,203339,34.9430758787795,6452,3.66675906774421,5.15555366014884,0.000426466511717167,NA,"no",NA,NA,NA,"no",NA,NA,NA
"271","Cell_0271","E11.5_Fcs-EHT","Pass",595463,480901,54789,59773,10.0380712151721,7564,4.4547840772669,7.28921505456568,0.000339127898695714,"G1","yes","C_3",2.10303336407785,-0.801768460248595,"no",NA,NA,NA
"272","Cell_0272","E11.5_Fcs-EHT","Pass",539470,403085,42419,93966,17.4182067584852,5625,4.06615310465392,7.56986594561035,0,"G1","yes","C_3",2.44023436358033,-1.22763136020761,"no",NA,NA,NA
"273","Cell_0273","E11.5_Fcs-EHT","Pass",487164,389898,47832,49434,10.1473015247432,6991,3.48304307974335,6.8895195815342,0,"G2M","yes","C_5",-1.45240522348548,-2.83302423231066,"no",NA,NA,NA
"274","Cell_0274","E11.5_Fcs-EHT","Pass",513196,407456,48685,57055,11.1175847044794,6009,4.15717276705258,7.14450751987943,0,"G1","yes","C_5",-0.498703101755313,-3.70568960796013,"no",NA,NA,NA
"275","Cell_0275","E11.5_Fcs-EHT","Pass",571622,459978,58062,53582,9.373677010332,6073,3.96834323778815,6.75565053833993,0,"G1","yes","C_5",-0.235639748893504,-3.54659665298722,"no",NA,NA,NA
"276","Cell_0276","E11.5_Fcs-EHT","Pass",663119,540194,61468,61457,9.26786896469563,6429,3.17806902810773,6.58863411899741,0,"G2M","yes","C_5",-1.50202751424962,-3.06377462433091,"no",NA,NA,NA
"277","Cell_0277","E11.5_Fcs-EHT","Pass",668499,539060,67092,62347,9.32641634467666,6351,2.91900746068106,6.01589393803668,0,"G1","yes","C_5",0.368688251818594,-3.10280314780717,"no",NA,NA,NA
"278","Cell_0278","E11.5_Fcs-EHT","Pass",556034,451896,54902,49236,8.85485419956334,6341,2.91522811800791,6.67595240564849,0,"G1","yes","C_5",-0.283784192379217,-3.67763313219058,"no",NA,NA,NA
"279","Cell_0279","E10.5_Fcs-EHT","Pass",916550,752009,98626,65915,7.19164257269107,8683,2.69355064831424,5.07974966119425,0.000179737798499549,"G1","yes","C_5",-0.264889426301478,-2.73825015063681,"yes","C07",2.8094624975144,-3.89770901707552
"280","Cell_0280","E10.5_Fcs-EHT","Pass",816106,658998,94618,62490,7.65709356382627,8082,2.69788803162554,4.85574168043917,0,"G1","yes","C_5",-0.999148706420007,-2.89325500133224,"yes","C07",3.02865012471022,-4.2801210354477
"281","Cell_0281","E10.5_Fcs-EHT","Pass",884861,720195,93602,71064,8.03109188900856,8198,2.01904068057722,5.57104966589639,0.0373755886180898,"S","yes","C_5",-0.960969967897977,-2.59168191903771,"yes","C07",3.7697702321274,-2.93690917150621
"282","Cell_0282","E10.5_Fcs-EHT","Pass",972669,820491,92905,59273,6.09385104285219,9043,1.60101540752907,3.02233615547101,0,"G2M","yes","C_4",-0.673502259135253,-0.938357838711505,"yes","C06_WT",4.87503257489696,-2.30079083186192
"283","Cell_0283","E10.5_Fcs-EHT","Pass",912633,731826,103424,77383,8.47909291029362,8046,3.866314754518,5.37157307445424,0,"G2M","yes","C_5",-1.51852936090372,-2.28227262029857,"yes","C07",3.45045691439774,-3.15898634210491
"284","Cell_0284","E10.5_Fcs-EHT","Pass",771181,621849,86825,62507,8.10536047957613,7699,2.40648812518489,4.47332566078558,0,"S","yes","C_5",-1.69376893076331,-3.89404120620692,"yes","C07",3.62792947860995,-3.06716679748532
"285","Cell_0285","E10.5_Fcs-EHT","Pass",986220,799725,111515,74980,7.60276611709355,8626,3.51176099697146,5.00914763350205,0,"G2M","yes","C_4",-0.617688036658403,-0.971951899987652,"yes","C06_WT",4.25723496013474,-2.76715093943769
"286","Cell_0286","E10.5_Fcs-EHT","Pass",1161884,967795,100537,93552,8.05175043291757,8183,2.94756161425206,5.25097238728171,0.0118356434455666,"G1","yes","C_3",2.09321811544369,-0.585513114410909,"yes","C06_WT",4.15269056291577,-2.73104332907761
"287","Cell_0287","E10.5_Fcs-EHT","Pass",1284859,1028705,149494,106660,8.30129998700247,8514,3.57596946326169,5.2710985901584,0,"G2M","yes","C_6",-2.14136194170307,-3.93578357328206,"yes","C08",2.23565792685492,-3.54989883210075
"288","Cell_0288","E10.5_Fcs-EHT","Pass",664206,528666,79999,55541,8.3620141943915,8195,2.32635978852712,5.86742358354813,0,"S","yes","C_6",-2.20322637054265,-4.48484609418925,"yes","C08",2.70322851156386,-3.26112844441506
"289","Cell_0289","E10.5_Fcs-EHT","Pass",1026743,842368,108316,76059,7.40779338159598,8492,2.38762555726297,5.3223460672308,0,"G2M","yes","C_5",-1.48842815737127,-2.26351307724872,"yes","C07",3.37978450925779,-3.25259878703885
"290","Cell_0290","E10.5_Fcs-EHT","Pass",883728,725799,90338,67591,7.64839407600529,8684,2.51572209012309,4.88599959838528,0,"G2M","yes","C_5",-1.50917614811601,-2.4270590246294,"yes","C07",3.35573397507952,-3.32571542611707
"291","Cell_0291","E10.5_Fcs-EHT","Pass",770103,621494,85138,63471,8.24188452713468,8155,3.46414079379471,6.40783306491273,0,"G2M","yes","C_5",-1.53483283769528,-2.27744580093695,"yes","C07",3.34979927444305,-3.29963821458699
"292","Cell_0292","E10.5_Fcs-EHT","Pass",743198,596643,80800,65755,8.84757493965269,7612,3.04795480950282,6.46368334601979,0,"G2M","yes","C_6",-2.00392030137817,-3.45077870500417,"yes","C08",2.19451843372827,-3.54794387091639
"293","Cell_0293","E10.5_Fcs-EHT","Pass",1009249,822846,102174,84229,8.34571052336936,7671,2.19313736028432,5.50911873550804,0,"G2M","yes","C_5",-1.71339027062055,-2.48392784692426,"yes","C07",3.13856473715943,-3.35765727458855
"294","Cell_0294","E10.5_Fcs-EHT","Pass",667732,539951,69508,58273,8.72700424721295,7229,3.32157846042452,6.02502044811542,0,"G1","yes","C_5",-0.629751947857988,-2.64613450190853,"yes","C07",3.00331976939032,-4.08291005030903
"295","Cell_0295","E10.5_Fcs-EHT","Pass",890662,730226,89798,70638,7.93095472805621,8490,2.80034451891469,4.91522427579567,0.00413723587510061,"G2M","yes","C_4",-0.58029777856543,-0.863080485990862,"yes","C06_WT",4.15616451872507,-2.80728882470921
"296","Cell_0296","E10.5_Fcs-EHT","Pass",998076,818444,103269,76363,7.6510205635643,7957,2.26730867342686,5.09365006852444,0.00633559302818005,"G1","yes","C_5",-0.894597397825895,-2.78926997276245,"yes","C07",3.00925425424549,-4.37015185333936
"297","Cell_0297","E10.5_Fcs-EHT","Pass",860662,696029,93655,70978,8.24690761297699,8206,3.40665995614044,5.34602959383403,0,"G2M","yes","C_6",-2.29383429483068,-4.04671667119027,"yes","C08",2.27259583045627,-3.49537909288453
"298","Cell_0298","E10.5_Fcs-EHT","Pass",644054,530534,66881,46639,7.24147354103848,7773,2.73682760249572,4.15493928002047,0,"G1","yes","C_5",-0.982286099180344,-2.83427643458289,"yes","C07",3.058138017281,-4.22775546782643
"299","Cell_0299","E10.5_Fcs-EHT","Pass",1181254,870809,115428,195017,16.5093197568008,8213,3.66532485747072,6.53485364565308,0.000182146044698639,"G2M","yes","C_5",-1.28365977172062,-1.79659786110922,"yes","C06_WT",4.06763408806894,-2.81552785943386
"300","Cell_0300","E10.5_Fcs-EHT","Pass",1188491,964406,138675,85410,7.18642379286002,7814,2.33436190108534,3.65367610810134,0,"G1","yes","C_6",-1.79808303790568,-4.61899600077942,"yes","C08",2.94547537652605,-4.45608891639301
"301","Cell_0301","E10.5_Fcs-EHT","Pass",1069717,885777,110319,73621,6.88228755829813,8383,2.46539878522354,3.19526038036443,0,"G2M","yes","C_4",-1.01459971551046,-1.24966059128946,"yes","C06_WT",4.14025747139625,-2.85441281712985
"302","Cell_0302","E10.5_Fcs-EHT","Pass",741358,592416,87566,61376,8.27886122494126,7695,3.33354237654256,5.27694741169666,0,"G1","yes","C_6",-2.20764607410036,-4.2012700615791,"yes","C08",2.94381315554993,-4.31319115693809
"303","Cell_0303","E10.5_Fcs-EHT","Pass",917111,752608,95336,69167,7.54183517589474,7942,2.75854758058865,4.55673322421082,0,"G2M","yes","C_5",-1.4736744341343,-2.1737616181549,"yes","C06_WT",3.62857048835395,-3.06133380164998
"304","Cell_0304","E10.5_Fcs-EHT","Pass",639732,530052,66209,43471,6.79518923549236,8566,2.83973910558933,3.9779500871947,0,"G2M","yes","C_5",-1.40046925808838,-1.96844160073618,"yes","C07",3.57580062561287,-3.11644969972528
"305","Cell_0305","E10.5_Fcs-EHT","Pass",1152618,939874,130498,82246,7.13558177991321,8232,2.87128990630085,4.87866801324132,0,"S","yes","C_6",-2.31589903647965,-4.39797012936144,"yes","C08",2.67011597188668,-3.24543838029467
"306","Cell_0306","E10.5_Fcs-EHT","Pass",1129064,917276,125964,85824,7.60134057945342,8451,3.02316115844698,5.35573731732792,0,"G2M","yes","C_5",-1.60443277497396,-2.2559889985737,"yes","C07",3.51867711644776,-3.3359626393799
"307","Cell_0307","E10.5_Fcs-EHT","Pass",1054469,852354,116148,85967,8.15263416942556,7756,2.69347379281146,4.70595487409421,0.000162218368634754,"G2M","yes","C_6",-2.4546841402395,-4.47096009121496,"yes","C08",2.23839893719783,-3.63219254173141
"308","Cell_0308","E10.5_Fcs-EHT","Pass",735453,582064,83811,69578,9.46056376138244,7669,4.31736668369337,6.50035426518809,0,"G2M","yes","C_6",-2.02136761764705,-4.0438424086474,"yes","C08",2.23144088653762,-3.62292324518679
"309","Cell_0309","E10.5_Fcs-EHT","Pass",1006813,826127,110591,70095,6.96206743456829,7933,3.06655753159397,4.25754178556869,0.00414033836119038,"G2M","yes","C_5",-1.93186371695765,-3.19052053178648,"yes","C07",2.96738597551935,-3.4378884914858
"310","Cell_0310","E10.5_Fcs-EHT","Pass",630249,514515,66739,48995,7.77391158097831,7680,3.42572052850325,6.01354296518197,0,"G2M","yes","C_4",-1.04148775353037,-0.0761319109396122,"yes","C03",4.63026455162373,2.28536150092679
"311","Cell_0311","E10.5_Fcs-EHT","Pass",1127859,900115,129342,98402,8.72467214430173,8006,3.16606648626125,4.26455065917157,0.000324275770600834,"S","yes","C_6",-2.58978057526225,-3.8256970235689,"yes","C08",2.85047459236735,-3.14841937695085
"312","Cell_0312","E10.5_Fcs-EHT","Pass",862579,684918,101202,76459,8.86399970321559,8230,2.7842779276596,4.20233842750814,0,"G2M","yes","C_6",-2.19175950420497,-4.24680012082893,"yes","C08",2.17359870756756,-3.72884677480381
"313","Cell_0313","E10.5_Fcs-EHT","Pass",1196060,978434,126243,91383,7.64033576910857,8137,2.62599509828993,3.88224837266267,0.00746453310036618,"G1","yes","C_5",0.425910877128067,-2.80016170830349,"yes","C06_WT",3.22346426712698,-3.31556812867779
"314","Cell_0314","E10.5_Fcs-EHT","Pass",1077257,864963,122202,90092,8.36309255822891,7918,3.01969105202544,3.58206900005007,0,"S","yes","C_5",-1.57763633251175,-2.70142426425334,"yes","C07",3.63472626174145,-2.86890215150111
"315","Cell_0315","E10.5_Fcs-EHT","Pass",808229,660980,84380,62869,7.77861224974605,7230,2.92235937633542,5.24889198197868,0.000203492749553333,"G1","yes","C_5",-0.175831624309282,-3.07420427616185,"yes","C07",2.72074451224001,-3.92113333562997
"316","Cell_0316","E10.5_Fcs-EHT","Pass",891852,717281,99060,75511,8.46676354372699,6983,2.82249489927871,6.1235476115214,0,"G1","yes","C_5",-0.307863827421312,-2.75765655874676,"yes","C07",2.67962126594706,-3.89350563608336
"317","Cell_0317","E10.5_Fcs-EHT","Pass",1021364,810474,117765,93125,9.11770925938255,6959,3.07940880526702,5.40731042490632,0.000170255366023499,"G1","yes","C_6",-2.54117231271352,-4.65855223722672,"yes","C08",2.2860262906083,-3.76423405143235
"318","Cell_0318","E10.5_Fcs-EHT","Pass",1113847,908358,112981,92508,8.3052699338419,7198,2.76863516272829,4.17026344579904,0.00923237424352234,"G1","yes","C_4",0.135495099873519,-1.13460421069106,"yes","C06_WT",4.20833981184063,-2.8125317442907
"319","Cell_0319","E10.5_Fcs-EHT","Pass",1063200,861415,111733,90052,8.4699021820918,7478,3.82712830930516,4.43016909079879,0,"G1","yes","C_5",-1.53688911778649,-2.63242532199635,"yes","C07",3.42327970549405,-3.43672557047613
"320","Cell_0320","E10.5_Fcs-IAHC","Pass",651637,533758,74775,43104,6.61472568316409,8390,2.36953449202328,2.95655590024248,0,"G2M","yes","C_5",-1.43355036834111,-1.55511533912022,"yes","C07",3.90030489899655,-3.21679266577158
"321","Cell_0321","E10.5_Fcs-IAHC","Pass",1114835,898406,130428,86001,7.71423573892101,9651,3.62300266185359,3.7538960891228,0.00257843367737728,"G2M","yes","C_5",-1.7670977105968,-2.93636914313874,"yes","C07",2.34086366580455,-3.73099978768393
"322","Cell_0322","E10.5_Fcs-IAHC","Pass",667766,540139,83000,44627,6.683029684051,8903,3.21928103503983,3.55080844926647,0.000234129529821078,"G2M","yes","C_6",-2.57718215369981,-4.52430066673699,"yes","C08",2.18498761760177,-3.71193622826773
"323","Cell_0323","E10.5_Fcs-IAHC","Pass",681767,550048,83453,48266,7.07954477116082,8205,2.5674230447317,4.34855389193713,0,"G2M","yes","C_6",-2.41518244635396,-4.69554937493607,"yes","C08",2.26968109245826,-3.62628959842746
"324","Cell_0324","E10.5_Fcs-IAHC","Pass",1205600,977456,141129,87015,7.21756801592568,8773,2.34558758025936,4.44625864088617,0.000132962279930806,"G2M","yes","C_6",-2.22153827557361,-3.93647103644144,"yes","C08",2.21985659145306,-3.42960616798453
"325","Cell_0325","E10.5_Fcs-IAHC","Pass",1037058,835623,123483,77952,7.51664805632858,8393,2.60321034789391,3.41915100896215,0.000151746449891805,"S","yes","C_6",-2.44286718501586,-4.45761611198728,"yes","C08",2.76246242036573,-3.14563070752365
"326","Cell_0326","E10.5_Fcs-IAHC","Pass",888668,719621,99340,69707,7.84398673070258,8414,2.5241393690749,3.81291371650257,0.00859670654684931,"S","yes","C_5",-1.285506337686,-2.56615973506132,"yes","C07",3.57658423033751,-3.05278447535076
"327","Cell_0327","E10.5_Fcs-IAHC","Pass",982851,796361,116001,70489,7.17189075454977,8585,2.4414171190165,3.06802896310924,0,"G2M","yes","C_6",-2.25363613461171,-3.67355002352432,"yes","C08",2.20545345774485,-3.60688909374937
"328","Cell_0328","E10.5_Fcs-IAHC","Pass",900670,717768,114476,68426,7.59723317086169,8085,2.81496286702299,3.93535596968751,0.000360777041592181,"S","yes","C_6",-2.6604430275896,-4.75723868901607,"yes","C08",2.29024078684365,-3.70295195044399
"329","Cell_0329","E10.5_Fcs-IAHC","Pass",1149398,916981,143440,88977,7.7411827756791,8653,3.33416699625433,5.07075471698113,0,"G2M","yes","C_6",-2.56400146162457,-4.33068343643359,"yes","C08",2.22095366468954,-3.66734070697659
"330","Cell_0330","E10.5_Fcs-IAHC","Pass",1197589,962617,149172,85800,7.16439446254099,8863,2.78412854426187,4.03156449648512,0,"G2M","yes","C_6",-2.37080971465491,-4.2145466512826,"yes","C08",2.22193556488854,-3.62648699381828
"331","Cell_0331","E10.5_Fcs-IAHC","Pass",680407,535638,89156,55613,8.17349027861265,7868,2.82275807445217,4.13158692442332,0,"S","yes","C_6",-2.63511488185558,-4.64373490356919,"yes","C08",2.67243607908791,-3.26154380960217
"332","Cell_0332","E10.5_Fcs-IAHC","Pass",863101,691743,104542,66816,7.74138831955936,8499,3.67970506770125,4.56199272320179,0,"G2M","yes","C_6",-2.61666576659912,-4.39740355097631,"yes","C08",2.22924818994107,-3.68440049902477
"333","Cell_0333","E10.5_Fcs-IAHC","Pass",993148,799820,114073,79255,7.98018019469404,7975,3.63158760494974,4.52901284918949,0,"G2M","yes","C_6",-2.54567069714163,-3.77146403517406,"no",NA,NA,NA
"334","Cell_0334","E10.5_Fcs-IAHC","Pass",2750214,2256938,305703,187573,6.82030561985358,9192,3.38609637755152,3.79219278934869,0,"G2M","yes","C_5",-1.79460345755307,-3.06302565903565,"yes","C07",2.97466022093813,-3.16345891035
"335","Cell_0335","E10.5_Fcs-IAHC","Pass",1217737,985471,142286,89980,7.38911604065574,8840,2.46307781471292,5.18729223984598,0,"G1","yes","C_6",-2.72932725084996,-5.04589159960756,"no",NA,NA,NA
"336","Cell_0336","E10.5_Fcs-IAHC","Pass",980160,783434,118409,78317,7.99022608553706,8050,3.14054940315465,4.24680683959771,0.000167818179072066,"G2M","yes","C_6",-2.32856241565698,-4.78708899913547,"yes","C08",2.2914414933604,-3.72228960099265
"337","Cell_0337","E10.5_Fcs-IAHC","Pass",978913,775428,129401,74084,7.56798612338379,7568,3.51191756915059,3.95470674822321,0,"S","yes","C_6",-2.52150827907018,-4.89874681120807,"yes","C08",2.31343596030387,-3.71041036987662
"338","Cell_0338","E10.5_Fcs-IAHC","Pass",904044,705010,113644,85390,9.44533673139803,8138,3.2198094946049,3.91015198267436,0.000383310654119631,"G1","yes","C_6",-2.03465674585534,-3.83427143947965,"yes","C08",2.99083864475111,-4.39442661748569
"339","Cell_0339","E10.5_Fcs-IAHC","Pass",1406137,1142185,165998,97954,6.96617754884481,8031,2.78284049207347,4.62230163539959,0,"G1","yes","C_6",-2.331043315108,-4.9810866955612,"yes","C08",2.95470612580376,-4.46446971160473
"340","Cell_0340","E10.5_Fcs-IAHC","Pass",1468140,1173455,181839,112846,7.6863241925157,8730,4.60347583967414,5.21530242985951,0,"G2M","yes","C_6",-2.44022491411769,-3.92354415254753,"yes","C08",2.21557584560803,-3.63859087841205
"341","Cell_0341","E10.5_Fcs-IAHC","Pass",1557143,1262974,183354,110815,7.1165589801322,8243,3.0150311934232,3.63400382873792,0,"G1","yes","C_6",-2.63627079009901,-5.00860761345553,"yes","C08",2.95781313547886,-4.44647408693415
"342","Cell_0342","E10.5_Fcs-IAHC","Pass",978971,794974,116636,67361,6.88079626464931,8104,2.73897888249265,4.48331771460871,0,"G2M","yes","C_6",-2.50860421086578,-4.04304668563917,"yes","C08",2.24513189723508,-3.69356336896353
"343","Cell_0343","E10.5_Fcs-IAHC","Pass",1155548,934356,137573,83619,7.23630692969916,8146,3.4763928155199,4.21761993185785,0,"G2M","yes","C_6",-2.5669052780116,-4.29812957038551,"yes","C08",2.22675041263847,-3.69104290943212
"344","Cell_0344","E10.5_Fcs-IAHC","Pass",953601,764043,113968,75590,7.92679537878001,7907,2.20406664367189,3.7102246109335,0.00240243950571523,"S","yes","C_6",-2.52834774854369,-4.20805958376604,"yes","C08",2.72845169275959,-3.19628892388939
"345","Cell_0345","E10.5_Fcs-IAHC","Pass",682725,542359,86917,53449,7.82877439671903,7677,3.35707935755349,4.12019202275825,0,"G1","yes","C_6",-2.60781856477124,-4.97034282459504,"yes","C08",2.95463443675831,-4.44124393243585
"346","Cell_0346","E10.5_Fcs-IAHC","Pass",2387954,1909494,291986,186474,7.80894439340121,8804,3.30161369131976,4.38873717550848,6.950473014441e-05,"G1","yes","C_6",-2.70475606118439,-4.5716197695001,"no",NA,NA,NA
